Ticker,Group,Breakeven Price,Proposed Price
SPI,D,3840,7038.88,8260.94,8864.5,3840
SAM,C,4060,5936.21,6440.63,6700.0,5940
SRA,A,3670,5546.0,6065.0,6335.0,6340
SAV,A,6740,12189.81,13875.289999999999,14767.0,14750
SSC,B,11700,21654.12,24393.28,25868.8,24400
SBA,A,11550,13646.26,14143.39,14394.0,14400
SSM,B,850,1970.8400000000001,2370.52,2618.0,2370
SAB,A,80400,101200.93,107400.87,110624.8,110600
STC,B,6610,10324.0,11549.99,12201.0,11550
SBT,B,5540,9838.96,11095.64,11818.8,11100
STP,B,2540,4489.4,5038.0,5335.5,5040
SC5,C,7340,11962.31,13167.93,13801.55,11950
